name,industry,subindustry,identified,line,model,written_at
Usher,Music,R&B,true,Usher is an American R&B singer-songwriter and stage performer. He is a Grammy Award winner who headlined the Super Bowl halftime show and produced landmark genre releases including the studio album Confessions.,gemini-3.8-flash,2026-09-10T00:38:42.871Z
Brent Faiyaz,Music,R&B,true,Brent Faiyaz is an American R&B singer-songwriter who leads the group Sonder and founded the independent company ISO Supremacy. He has released full-length studio albums including Sonder Son and Wasteland.,gemini-3.8-flash,2026-09-10T00:38:42.872Z
PARTYNEXTDOOR,Music,R&B,true,"PARTYNEXTDOOR is a Canadian singer, songwriter, and record producer signed to OVO Sound. He produces and performs contemporary R&B and has received Grammy Award nominations for his songwriting and vocal work.",gemini-3.8-flash,2026-09-10T00:38:43.251Z
Steve Lacy,Music,R&B,true,"Steve Lacy is an American singer, songwriter, guitarist, and producer who performs as a solo artist and member of the band The Internet. He has won a Grammy Award for Best Progressive R&B Album.",gemini-3.8-flash,2026-09-10T00:38:43.252Z
Jhené Aiko,Music,R&B,true,Jhené Aiko is an American singer and songwriter working in contemporary R&B. She releases major-label studio projects and has earned multiple Grammy Award nominations for her solo and collaborative work.,gemini-3.8-flash,2026-09-10T00:38:43.253Z
Summer Walker,Music,R&B,true,Summer Walker is an American singer and songwriter working in contemporary R&B. She releases studio albums through LVRN and Interscope Records and has received a Grammy Award nomination.,gemini-3.8-flash,2026-09-10T00:38:43.254Z
Bryson Tiller,Music,R&B,true,"Bryson Tiller is an American singer, songwriter, and rapper working in contemporary R&B and hip-hop. He releases studio albums through RCA Records and has received Grammy Award nominations.",gemini-3.8-flash,2026-09-10T00:38:43.255Z
Dijon,Music,R&B,true,"Dijon is an American singer, songwriter, and producer who releases alternative R&B and indie soul music. Formerly half of the duo Abhi//Dijon, he tours internationally and releases solo studio work through Warner Records.",gemini-3.8-flash,2026-09-10T00:38:43.256Z
Mk.gee,Music,R&B,true,"Mk.gee is an American singer, songwriter, multi-instrumentalist, and producer working in alternative R&B and indie music. He releases solo studio albums and works as a producer and songwriter with other recording artists.",gemini-3.8-flash,2026-09-10T00:38:43.257Z
Drake,Music,Rap,true,"Drake is a Canadian rapper, singer, and songwriter who releases studio albums and founded the record label OVO Sound. He has won multiple Grammy Awards and headlines global arena and stadium concert tours.",gemini-3.8-flash,2026-09-10T00:38:43.258Z
Kanye West,Music,Rap,true,"Kanye West is an American rapper, producer, and fashion designer who founded the GOOD Music record label. He produces and performs hip-hop music and has won multiple Grammy Awards.",gemini-3.8-flash,2026-09-10T00:38:43.259Z
Eminem,Music,Rap,true,"Eminem is an American rapper, songwriter, and record producer who founded Shady Records. He has won multiple Grammy Awards, an Academy Award for Best Original Song, and induction into the Rock and Roll Hall of Fame.",gemini-3.8-flash,2026-09-10T00:38:43.259Z
Kendrick Lamar,Music,Rap,true,"Kendrick Lamar is an American rapper and songwriter who co-founded the creative agency and label pgLang. He has won multiple Grammy Awards, a Primetime Emmy Award, and the Pulitzer Prize for Music.",gemini-3.8-flash,2026-09-10T00:38:43.260Z
Jay-Z,Music,Rap,true,"Jay-Z is an American rapper, songwriter, and entrepreneur who founded Roc Nation and co-founded Roc-A-Fella Records. He has won multiple Grammy Awards and is an inductee of the Rock and Roll Hall of Fame.",gemini-3.8-flash,2026-09-10T00:38:43.261Z
Snoop Dogg,Music,Rap,true,"Snoop Dogg is an American rapper, songwriter, and media personality who releases West Coast hip-hop albums and owns Death Row Records. He has earned multiple Grammy Award nominations and a Primetime Emmy Award.",gemini-3.8-flash,2026-09-10T00:38:43.262Z
Nicki Minaj,Music,Rap,true,"Nicki Minaj is a Trinidadian-born rapper, singer, and songwriter based in the United States. She releases studio albums, headlines global arena concert tours, and has earned multiple Grammy Award nominations.",gemini-3.8-flash,2026-09-10T00:38:43.263Z
Cardi B,Music,Rap,true,Cardi B is an American rapper and songwriter signed to Atlantic Records. She releases hip-hop music and has won a Grammy Award for Best Rap Album.,gemini-3.8-flash,2026-09-10T00:38:43.264Z
Travis Scott,Music,Rap,true,"Travis Scott is an American rapper, singer, songwriter, and record producer who founded Cactus Jack Records. He has received multiple Grammy Award nominations and headlines stadium and arena concert tours.",gemini-3.8-flash,2026-09-10T00:38:43.266Z
Lil Wayne,Music,Rap,true,Lil Wayne is an American rapper and music executive who founded Young Money Entertainment. He releases solo studio projects and has won multiple Grammy Awards.,gemini-3.8-flash,2026-09-10T00:38:43.267Z
50 Cent,Music,Rap,true,"50 Cent is an American rapper, television producer, and actor who founded G-Unit Records and G-Unit Film & Television. He has won a Grammy Award and a Primetime Emmy Award.",gemini-3.8-flash,2026-09-10T00:38:43.268Z
J. Cole,Music,Rap,true,"J. Cole is an American rapper, songwriter, and producer who founded Dreamville Records. He releases studio albums, headlines music festivals, and has won a Grammy Award.",gemini-3.8-flash,2026-09-10T00:38:43.269Z
Tyler the Creator,Music,Rap,true,"Tyler the Creator is an American rapper, producer, and designer who co-founded the music collective Odd Future and the festival Camp Flog Gnaw. He has won multiple Grammy Awards for Best Rap Album.",gemini-3.8-flash,2026-09-10T00:38:43.270Z
A$AP Rocky,Music,Rap,true,"A$AP Rocky is an American rapper and member of the A$AP Mob collective. He performs internationally, releases studio albums that have topped album charts, and has earned Grammy Award nominations.",gemini-3.8-flash,2026-09-10T00:38:46.941Z
Playboi Carti,Music,Rap,true,Playboi Carti is an American rapper associated with the rage rap subgenre and founder of the Opium record label. He headlines music festivals and has released albums that reached the top of national charts.,gemini-3.8-flash,2026-09-10T00:38:46.944Z
Future,Music,Rap,true,Future is an American rapper from Atlanta who uses melody and vocal processing in trap music. He releases major-label projects that top music charts and has won Grammy Awards for his collaborations.,gemini-3.8-flash,2026-09-10T00:38:46.947Z
21 Savage,Music,Rap,true,21 Savage is an Atlanta-based rapper who performs internationally and records with major labels. He has earned Grammy Awards and released collaborative and solo studio albums that topped music charts.,gemini-3.8-flash,2026-09-10T00:38:46.950Z
Lil Uzi Vert,Music,Rap,true,"Lil Uzi Vert is an American rapper associated with the emo rap and trap subgenres. They headline concert tours, release studio albums that have topped national charts, and have earned Grammy Award nominations.",gemini-3.8-flash,2026-09-10T00:38:46.952Z
Burna Boy,Music,Rap,true,Burna Boy is a Nigerian singer and rapper who performs Afro-fusion on stadium tours. He has won a Grammy Award for Best Global Music Album and earned nominations at the BRIT Awards.,gemini-3.8-flash,2026-09-10T00:38:46.955Z
Jack Harlow,Music,Rap,true,"Jack Harlow is an American rapper from Louisville, Kentucky, who performs on international tours. He has released major-label studio albums, topped singles charts, and earned Grammy Award nominations.",gemini-3.8-flash,2026-09-10T00:38:46.957Z
Jelly Roll,Music,Rap,true,"Jelly Roll is an American singer and rapper who blends country and hip hop music. He performs as a major-label headliner, has won Country Music Association Awards, and earned Grammy Award nominations.",gemini-3.8-flash,2026-09-10T00:38:46.960Z
Lil Baby,Music,Rap,true,Lil Baby is an American rapper from Atlanta who releases major-label studio albums and headlines arena tours. He has won a Grammy Award and topped national album charts.,gemini-3.8-flash,2026-09-10T00:38:46.963Z
Lil Nas X,Music,Rap,true,"Lil Nas X is an American rapper and singer known for his country rap single Old Town Road. He has won Grammy Awards, MTV Video Music Awards, and topped international music charts.",gemini-3.8-flash,2026-09-10T00:38:46.965Z
Nas,Music,Rap,true,"Nas is an American rapper from Queensbridge, New York. He releases major-label studio albums, headlines concerts internationally, and has won a Grammy Award for Best Rap Album.",gemini-3.8-flash,2026-09-10T00:38:46.968Z
Rick Ross,Music,Rap,true,Rick Ross is an American rapper and founder of the Maybach Music Group record label. He has released studio albums that reached the top of national charts and earned Grammy Award nominations.,gemini-3.8-flash,2026-09-10T00:38:46.970Z
Central Cee,Music,Rap,true,"Central Cee is a British rapper from London associated with the UK drill scene. He headlines international tours, has earned BRIT Award nominations, and has topped the UK albums and singles charts.",gemini-3.8-flash,2026-09-10T00:38:46.973Z
Gunna,Music,Rap,true,"Gunna is an American rapper from Georgia signed to YSL Records. He performs on international tours, has topped national album charts, and has earned Grammy Award nominations for his collaborative recordings.",gemini-3.8-flash,2026-09-10T00:38:46.975Z
Wiz Khalifa,Music,Rap,true,Wiz Khalifa is an American rapper who performs internationally and founded Taylor Gang Entertainment. He has released studio albums that topped music charts and earned Grammy and Golden Globe nominations.,gemini-3.8-flash,2026-09-10T00:38:46.977Z
Doechii,Music,Rap,true,"Doechii is an American rapper and singer signed to Top Dawg Entertainment and Capitol Records. She performs at music festivals, has released charting singles, and has earned Grammy Award nominations.",gemini-3.8-flash,2026-09-10T00:38:46.978Z
GloRilla,Music,Rap,true,"GloRilla is an American rapper from Memphis signed to Collective Music Group. She performs at music festivals, has released charting singles, and has earned a Grammy Award nomination.",gemini-3.8-flash,2026-09-10T00:38:46.980Z
Ice Spice,Music,Rap,true,"Ice Spice is an American rapper from the Bronx, New York, associated with drill music. She performs on international stages, has released charting singles, and has earned Grammy Award nominations.",gemini-3.8-flash,2026-09-10T00:38:46.981Z
Meek Mill,Music,Rap,true,Meek Mill is an American rapper from Philadelphia and founder of the Dream Chasers record label. He has released studio albums that topped national charts and earned a Grammy Award nomination.,gemini-3.8-flash,2026-09-10T00:38:46.982Z
Offset,Music,Rap,true,Offset is an American rapper from Georgia who was a member of the hip hop trio Migos. He performs as a solo major-label artist and has received Grammy Award nominations.,gemini-3.8-flash,2026-09-10T00:38:46.983Z
Lil Yachty,Music,Rap,true,Lil Yachty is an American rapper and songwriter signed to Quality Control Music and Motown Records. He is known for singles including 'One Night' and received a Grammy Award nomination for his performance on DRAM's single 'Broccoli.',gemini-3.8-flash,2026-09-10T00:39:02.861Z
Yeat,Music,Rap,true,"Yeat is an American rapper signed to Field Trip Recordings and Capitol Records. He works within the rage subgenre of hip-hop and is known for studio albums including Up 2 Më, 2 Alive, and 2093.",gemini-3.8-flash,2026-09-10T00:39:02.863Z
